system,question_id,answer_type,difficulty,is_unanswerable,is_multi_doc,score_mean,score_std,error_rate
S3,bd861029417eaa91fb3a4b5fe64189b8c6133fc9a8d9231c1ab8537749fb58cd,boolean,medium,False,False,0.0,0.0,1.0
S3,bf7e0ebf84229c956c1154a4d1386ed4b887fc9fc8191ef518ece6c115d182db,free_text,easy,False,False,0.39999999999999997,0.19999999999999996,1.0
S3,c2d4d742dbc859eb1f262b53a315124fd1a063752794cf81aa9ca4e4862ab6b6,boolean,medium,True,False,0.0,0.0,1.0
S3,c5c7eddacc461ebbf67e6b1dff474512ccdf8bd1ef8ddf88a305fd961330b26e,free_text,medium,False,False,0.20000000000000004,0.0,1.0
S3,c8bd14fd89c211485a2181de90704867a936e5c094247bf7fed909e6db36528f,date,easy,False,False,0.0,0.0,1.0
S3,d0fa21fb6d676b69e9cddd85cd137c298c43172d50a15aa66badd51ca3a0a8eb,number,easy,False,False,0.0,0.0,1.0
S3,d6ad26d8bc7b0c6450666032169cb2e69554283c92c216acef0ce5b8edd5d0e3,boolean,easy,False,False,1.0,0.0,0.0
S3,d859a045e515e7290174ed1aced15d8527b85f0e4c569d4630dfa521f528d79c,names,hard,False,True,0.0,0.0,1.0
S3,dbb3c7a752d90dc1d9b3bae020014a71c1acaab22b856be728834dfa1cc47726,free_text,medium,False,False,0.3333333333333333,0.11547005383792516,1.0
S3,df1e3124c44330d699ce9a1c01d670a0691158455b57156a948ce044980dbf44,free_text,medium,False,False,0.6,0.0,1.0
S3,e0ba7275a0c7a10725681d4c15c6c5045e5b3ac9f76d168d5568084bddbc5759,number,easy,False,False,0.0,0.0,1.0
S3,e1f33d725fd31d285e8c38588e2894cd6c583bf806d53cf816f467bc68ad55c9,free_text,medium,False,False,0.4666666666666666,0.11547005383792512,1.0
S3,e821a2bc1919a828d26dbef0ae9c234e8cecce49c9ded70e6193a56837d37f54,name,easy,False,False,0.0,0.0,1.0
S3,ec695ce27695363186cb118ca3fa723c66869c6f9dbc834950c33562d67c3eec,free_text,easy,False,False,0.4666666666666666,0.11547005383792512,1.0
S3,f2366d2d2cc2a2dab585b0c6681b04fcb1af8b46422c4fbe6a9126ae56c6fe8a,date,easy,False,False,0.0,0.0,1.0
